loan_sequence_no,monthly_reporting_period,curr_actual_upb,curr_loan_delinquency_status,loan_age,remaining_months_to_legal_maturity,curr_interest_rate,curr_deferred_upb
F116Q1231176,201612,167954.69,1,9,351,4.5,0
F116Q1231182,201604,174000.0,0,0,360,3.75,0
F116Q1231198,201608,227000.0,0,4,356,3.625,0
F116Q1231329,201607,192000.0,1,3,357,3.875,0
F116Q1231345,201607,133000.0,1,3,357,4.125,0
F116Q1231369,201607,534000.0,1,3,357,3.99,0
F116Q1231389,201607,180000.0,1,3,357,4.5,0
F116Q1231389,201608,180000.0,1,4,356,4.5,0
F116Q1231389,201609,179000.0,1,5,355,4.5,0
F116Q1231415,201608,75000.0,0,4,236,4.25,0
F116Q1231496,201606,199000.0,0,2,358,4.25,0
F116Q1231505,201609,344000.0,1,5,355,4.25,0
F116Q1231505,201611,341637.24,1,7,353,4.25,0
F116Q1231523,201609,414000.0,1,5,355,4.0,0
F116Q1231544,201607,370000.0,0,3,357,4.375,0
F116Q1231568,201606,207000.0,0,2,358,3.625,0
F116Q1231596,201604,133000.0,0,0,240,3.625,0
F116Q1231612,201605,215000.0,0,1,239,3.625,0
F116Q1231612,201606,215000.0,1,2,238,3.625,0
F116Q1231612,201607,215000.0,1,3,237,3.625,0
F116Q1231612,201608,215000.0,1,4,236,3.625,0
F116Q1231617,201606,309000.0,1,2,178,3.625,0
F116Q1231617,201607,309000.0,1,3,177,3.625,0
F116Q1231627,201606,124000.0,1,2,238,3.5,0
F116Q1231634,201612,147019.44,1,8,232,4.375,0
F116Q1231636,201607,411000.0,0,3,177,2.5,0
F116Q1231647,201607,257000.0,0,3,357,3.5,0
F116Q1231651,201606,305000.0,1,2,358,3.375,0
F116Q1231654,201606,355000.0,1,2,358,3.5,0
F116Q1231662,201606,371000.0,1,2,358,3.5,0
F116Q1231663,201611,326252.94,1,7,353,3.375,0
F116Q1231664,201606,351000.0,1,2,358,3.5,0
F116Q1231675,201605,340000.0,0,1,359,4.125,0
F116Q1231709,201606,251000.0,1,2,358,4.875,0
F116Q1231743,201606,235000.0,1,2,358,4.125,0
F116Q1231747,201605,182000.0,0,1,359,4.125,0
F116Q1231755,201610,495000.0,1,6,354,3.75,0
F116Q1231828,201611,159564.48,1,7,173,3.625,0
F116Q1231833,201606,174000.0,0,2,178,3.75,0
F116Q1231839,201605,156000.0,0,1,180,3.5,0
F116Q1231886,201610,47000.0,0,6,354,4.25,0
F116Q1231907,201609,47000.0,1,5,355,5.0,0
F116Q1231918,201611,183403.97,0,7,353,4.125,0
F116Q1232009,201611,397630.24,1,7,353,4.375,0
F116Q1232052,201608,140000.0,0,5,355,4.375,0
F116Q1232063,201607,136000.0,0,3,177,3.375,0
F116Q1232079,201608,221000.0,0,4,201,3.625,0
F116Q1232105,201612,158145.16,1,8,352,4.625,0
F116Q1232166,201612,242213.01,0,8,352,3.75,0
F116Q1232318,201609,162000.0,0,5,295,3.99,0
F116Q1232335,201608,205000.0,0,4,356,3.75,0
F116Q1232341,201604,216000.0,0,0,360,3.625,0
F116Q1232421,201608,160000.0,0,4,356,3.75,0
F116Q1232467,201604,178000.0,0,0,361,3.99,0
F116Q1232486,201609,372000.0,0,5,355,3.625,0
F116Q1232491,201611,407615.28,0,7,353,3.75,0
F116Q1232547,201610,292000.0,1,6,355,4.375,0
F116Q1232562,201607,186000.0,0,3,297,4.375,0
F116Q1232569,201610,156000.0,0,6,354,4.25,0
F116Q1232598,201609,162000.0,1,5,355,4.18,0
F116Q1232598,201610,162000.0,1,6,354,4.18,0
F116Q1232598,201611,161623.56,1,7,353,4.18,0
F116Q1232600,201604,131000.0,0,0,360,4.125,0
F116Q1232612,201611,367073.89,0,7,353,4.18,0
F116Q1232614,201612,197220.4,0,8,352,4.125,0
F116Q1232724,201605,266000.0,0,1,360,4.25,0
F116Q1232816,201610,165000.0,0,6,354,4.375,0
F116Q1232817,201612,162803.65,0,8,352,4.18,0
F116Q1232829,201605,188000.0,0,1,359,4.25,0
F116Q1232870,201609,193000.0,0,5,356,4.25,0
F116Q1232871,201612,167154.63,0,8,353,4.25,0
F116Q1232876,201610,152000.0,0,6,354,4.18,0
F116Q1232913,201612,152236.63,1,8,352,4.25,0
F116Q1232930,201608,302000.0,0,4,356,4.625,0
F116Q1232962,201608,242000.0,0,4,356,3.875,0
F116Q1232971,201610,322000.0,0,6,354,3.75,0
F116Q1232976,201609,142000.0,1,5,175,3.375,0
F116Q1232982,201606,408000.0,0,2,358,3.75,0
F116Q1232986,201604,239000.0,0,0,360,4.375,0
F116Q1233046,201605,110000.0,0,2,178,3.5,0
F116Q1233057,201610,241870.92,1,7,353,4.5,0
F116Q1233097,201608,130000.0,1,4,176,3.5,0
F116Q1233103,201612,67948.67,1,9,172,3.75,0
F116Q1233143,201607,94000.0,0,3,177,3.625,0
F116Q1233153,201607,50000.0,1,3,177,3.625,0
F116Q1233153,201608,50000.0,1,4,176,3.625,0
F116Q1233153,201609,50000.0,1,5,175,3.625,0
F116Q1233153,201610,49000.0,1,6,174,3.625,0
F116Q1233153,201611,49158.28,1,7,173,3.625,0
F116Q1233153,201612,48946.26,1,8,172,3.625,0
F116Q1233160,201607,100000.0,1,3,177,3.625,0
F116Q1233165,201610,39000.0,1,6,174,3.75,0
F116Q1233165,201611,39165.35,1,7,173,3.75,0
F116Q1233215,201609,228000.0,1,5,355,4.125,0
F116Q1233283,201608,301000.0,1,4,356,3.875,0
F116Q1233283,201609,301000.0,1,5,355,3.875,0
F116Q1233283,201610,300000.0,1,6,354,3.875,0
F116Q1233283,201611,299860.28,1,7,353,3.875,0
F116Q1233283,201612,299407.99,1,8,352,3.875,0
F116Q1233285,201608,178000.0,0,4,236,4.5,0
F116Q1233308,201604,260000.0,0,0,361,4.125,0
F116Q1233345,201612,321941.77,0,8,352,3.625,0
F116Q1233369,201610,253000.0,1,6,354,3.75,0
F116Q1233371,201607,570000.0,0,3,357,3.875,0
F116Q1233464,201609,191000.0,1,5,355,4.5,0
F116Q1233478,201610,213000.0,0,6,354,3.75,0
F116Q1233487,201605,102000.0,0,1,359,4.25,0
F116Q1233510,201607,0.0,1,3,357,4.125,0
F116Q1233528,201605,273000.0,0,1,359,4.125,0
F116Q1233540,201606,243000.0,0,2,358,4.375,0
F116Q1233554,201610,433000.0,1,6,174,2.75,0
F116Q1233556,201608,281000.0,1,4,176,3.375,0
F116Q1233556,201609,280000.0,1,5,175,3.375,0
F116Q1233599,201608,206000.0,1,6,354,4.625,0
F116Q1233620,201611,182285.52,1,9,351,5.25,0
F116Q1233644,201610,206000.0,0,6,354,4.125,0
F116Q1233662,201606,217000.0,1,2,358,4.125,0
F116Q1233671,201609,99000.0,0,5,355,3.875,0
F116Q1233676,201608,373000.0,0,4,176,3.125,0
F116Q1233682,201608,0.0,1,4,356,3.625,0
F116Q1233684,201607,288000.0,1,3,357,4.0,0
F116Q1233684,201608,288000.0,1,4,356,4.0,0
F116Q1233686,201609,99000.0,0,5,355,3.75,0
F116Q1233688,201612,260052.83,0,8,352,3.875,0
F116Q1233714,201608,415000.0,0,4,356,4.25,0
F116Q1233725,201609,219000.0,0,5,355,4.375,0
F116Q1233734,201604,310000.0,0,0,360,3.625,0
F116Q1233776,201612,220656.42,0,8,352,3.625,0
F116Q1233777,201612,617880.22,0,8,352,3.75,0
F116Q1233802,201608,84000.0,0,4,356,4.5,0
F116Q1233920,201607,209000.0,0,3,357,3.99,0
F116Q1233920,201608,208000.0,1,4,356,3.99,0
F116Q1233924,201609,358000.0,1,5,355,3.99,0
F116Q1233947,201607,392000.0,1,3,357,4.125,0
F116Q1233961,201610,120000.0,1,6,174,3.75,0
F116Q1233961,201612,119395.62,1,8,172,3.75,0
F116Q1233968,201609,610000.0,1,5,355,3.875,0
F116Q1234002,201607,497000.0,1,3,357,4.375,0
F116Q1234002,201608,495000.0,0,4,356,4.375,0
F116Q1234018,201612,256157.28,0,8,352,4.125,0
F116Q1234089,201608,78000.0,1,4,356,4.75,0
F116Q1234104,201608,99000.0,1,4,356,4.0,0
F116Q1234184,201610,183000.0,0,6,354,4.875,0
F116Q1234222,201606,108000.0,1,2,358,4.625,0
F116Q1234222,201609,107000.0,1,5,355,4.625,0
F116Q1234229,201606,181000.0,0,2,178,4.0,0
F116Q1234254,201612,336846.02,0,8,352,3.75,0
F116Q1234270,201609,414000.0,0,5,355,3.99,0
F116Q1234309,201611,173385.82,0,7,353,3.625,0
F116Q1234324,201612,204400.26,0,8,352,3.625,0
F116Q1234353,201611,239615.35,0,7,353,3.625,0
F116Q1234360,201606,416000.0,1,2,358,3.625,0
F116Q1234400,201607,518000.0,1,3,357,3.625,0
F116Q1234411,201608,278000.0,1,4,356,3.625,0
F116Q1234449,201610,183000.0,0,6,355,4.625,0
F116Q1234454,201608,254000.0,1,4,356,4.25,0
F116Q1234467,201612,346412.66,1,8,352,4.25,0
F116Q1234495,201609,346000.0,1,5,355,4.25,0
F116Q1234532,201607,191000.0,0,3,357,4.625,0
F116Q1234545,201611,554205.54,1,7,353,4.875,0
F116Q1234555,201609,83000.0,0,5,235,3.625,0
F116Q1234570,201609,252000.0,0,5,235,3.625,0
F116Q1234580,201610,169000.0,0,6,234,3.75,0
F116Q1234596,201606,211000.0,0,2,238,3.75,0
F116Q1234616,201606,262000.0,0,2,178,3.375,0
F116Q1234639,201607,126000.0,0,4,175,3.75,0
F116Q1234665,201611,155361.96,1,8,172,3.375,0
F116Q1234670,201606,153000.0,0,3,177,3.5,0
F116Q1234670,201607,152000.0,0,4,176,3.5,0
F116Q1234681,201612,63004.43,1,10,170,3.5,0
F116Q1234699,201610,132000.0,0,6,174,3.5,0
F116Q1234780,201610,116307.25,0,7,173,3.125,0
F116Q1234789,201612,136134.23,1,8,172,3.0,0
F116Q1234838,201610,103000.0,1,6,174,3.25,0
F116Q1234838,201611,103178.92,1,7,173,3.25,0
F116Q1234838,201612,103178.92,1,8,172,3.25,0
F116Q1234839,201609,89000.0,1,5,175,3.25,0
F116Q1234839,201610,89000.0,1,6,174,3.25,0
F116Q1234899,201608,164000.0,1,6,234,4.625,0
F116Q1234913,201604,171000.0,0,0,120,3.125,0
F116Q1234955,201610,253334.29,0,7,353,3.875,0
F116Q1234961,201612,281364.07,1,8,172,3.5,0
F116Q1234976,201611,254390.35,0,7,113,2.875,0
F116Q1234984,201604,286000.0,0,0,120,2.75,0
F116Q1235040,201606,148000.0,0,2,178,3.0,0
F116Q1235041,201607,141000.0,0,3,177,3.125,0
F116Q1235061,201612,120112.68,0,8,172,3.875,0
F116Q1235092,201609,448000.0,0,5,355,3.875,0
F116Q1235132,201607,298000.0,1,3,357,3.5,0
F116Q1235143,201606,214000.0,0,2,358,3.875,0
F116Q1235189,201612,136751.83,0,8,172,2.875,0
F116Q1235277,201612,38618.94,0,8,172,3.875,0
F116Q1235358,201604,98000.0,0,0,181,3.875,0
F116Q1235405,201605,117000.0,0,1,359,4.375,0
F116Q1235414,201609,134000.0,1,5,355,4.625,0
F116Q1235414,201611,133153.44,1,7,353,4.625,0
F116Q1235414,201612,132976.66,1,8,352,4.625,0
F116Q1235452,201605,388000.0,0,1,359,3.75,0
F116Q1235459,201612,503711.36,1,8,352,3.625,0
F116Q1235498,201609,307000.0,0,5,356,3.75,0
F116Q1235513,201606,80000.0,1,2,358,3.99,0
F116Q1235552,201610,346000.0,1,6,354,4.625,0
F116Q1235556,201610,514000.0,1,6,354,4.875,0
F116Q1235561,201606,177000.0,0,2,358,5.0,0
F116Q1235579,201611,81942.68,1,7,353,4.0,0
F116Q1235594,201608,146000.0,1,4,177,3.375,0
F116Q1235594,201611,145457.41,1,7,174,3.375,0
F116Q1235594,201612,145457.41,1,8,173,3.375,0
F116Q1235647,201611,239027.71,1,7,293,3.96,0
F116Q1235671,201608,620000.0,0,6,354,4.125,0
F116Q1235674,201607,539000.0,0,5,355,4.125,0
F116Q1235706,201612,117779.77,1,10,350,4.0,0
F116Q1235713,201606,126000.0,0,4,356,4.25,0
F116Q1235727,201606,254000.0,1,2,178,3.25,0
F116Q1235767,201609,238000.0,1,5,355,3.75,0
F116Q1235849,201605,300000.0,0,1,360,4.25,0
F116Q1235852,201605,105000.0,0,1,179,3.25,0
F116Q1235865,201606,224000.0,0,4,356,4.125,0
F116Q1235869,201610,327000.0,0,6,354,3.625,0
F116Q1235882,201612,178219.71,0,10,350,4.25,0
F116Q1235891,201606,194000.0,0,4,356,3.75,0
F116Q1235909,201611,376296.08,0,7,353,4.25,0
F116Q1235940,201610,433000.0,0,6,354,3.75,0
F116Q1235979,201612,253527.37,0,8,352,3.75,0
F116Q1236020,201612,167912.13,1,8,352,4.25,0
F116Q1236035,201610,113000.0,1,6,174,4.0,0
F116Q1236057,201608,280000.0,0,4,356,3.875,0
F116Q1236059,201608,354000.0,0,4,356,3.75,0
F116Q1236062,201607,325000.0,1,3,357,3.99,0
F116Q1236101,201611,369116.03,0,7,353,3.875,0
F116Q1236144,201611,212732.41,0,7,353,4.125,0
F116Q1236166,201607,529000.0,0,3,357,4.25,0
F116Q1236172,201605,388000.0,0,1,359,4.125,0
F116Q1236208,201611,110711.48,0,9,351,4.75,0
F116Q1236214,201608,230000.0,1,6,354,4.125,0
F116Q1236240,201604,265000.0,0,2,358,4.375,0
F116Q1236240,201607,264000.0,0,5,355,4.375,0
F116Q1236260,201608,400000.0,1,6,354,4.375,0
F116Q1236289,201611,220826.34,1,7,353,4.25,0
F116Q1236294,201609,250000.0,1,5,355,4.25,0
F116Q1236306,201611,328152.69,1,7,353,3.75,0
F116Q1236314,201605,258000.0,0,2,179,3.5,0
F116Q1236340,201610,141772.96,0,7,353,4.125,0
F116Q1236346,201604,146000.0,0,0,360,4.0,0
F116Q1236368,201612,172366.19,1,8,352,4.0,0
F116Q1236380,201607,174000.0,0,3,357,4.5,0
F116Q1236394,201612,321333.01,1,8,352,4.5,0
F116Q1236442,201609,201000.0,0,6,354,3.75,0
F116Q1236446,201604,334000.0,0,0,359,3.75,0
F116Q1236450,201609,326000.0,0,5,355,3.875,0
F116Q1236478,201612,253275.14,0,9,351,3.75,0
F116Q1236517,201606,129000.0,0,2,358,4.5,0
F116Q1236522,201607,98000.0,0,3,357,4.25,0
F116Q1236525,201606,107000.0,0,3,357,5.0,0
F116Q1236540,201608,261000.0,0,4,236,3.625,0
F116Q1236554,201608,191000.0,1,4,356,3.625,0
F116Q1236554,201612,190584.34,1,8,352,3.625,0
F116Q1236562,201605,225000.0,0,1,359,3.5,0
F116Q1236585,201611,343522.38,1,7,353,3.625,0
F116Q1236617,201607,209000.0,1,3,357,4.375,0
F116Q1236638,201606,263000.0,1,2,358,3.875,0
F116Q1236757,201609,97000.0,1,5,355,4.0,0
F116Q1236757,201611,96749.16,1,7,353,4.0,0
F116Q1236757,201612,96461.76,1,8,352,4.0,0
F116Q1236770,201605,113000.0,0,1,359,4.125,0
F116Q1236786,201607,139000.0,0,3,357,4.125,0
F116Q1236804,201608,361000.0,0,4,116,2.875,0
F116Q1236807,201608,128000.0,0,4,176,3.875,0
F116Q1236844,201612,277987.3,0,8,172,2.875,0
F116Q1236854,201611,343103.42,1,7,353,4.625,0
F116Q1236872,201605,250000.0,0,1,359,3.375,0
F116Q1236883,201611,55429.55,1,7,353,4.0,0
F116Q1236899,201607,216000.0,0,3,237,3.5,0
F116Q1236904,201606,242000.0,0,2,358,3.75,0
F116Q1236925,201607,195000.0,1,3,357,4.25,0
F116Q1236943,201609,348000.0,0,5,355,4.25,0
F116Q1237007,201608,185000.0,1,4,356,4.625,0
F116Q1237014,201611,409519.94,0,7,353,3.875,0
F116Q1237021,201609,196000.0,1,5,355,3.875,0
F116Q1237021,201612,195244.64,0,8,352,3.875,0
F116Q1237026,201607,127000.0,0,3,357,3.625,0
F116Q1237070,201612,126203.67,1,10,231,4.375,0
F116Q1237092,201612,136474.56,0,8,172,3.375,0
F116Q1237114,201612,154637.7,1,8,352,3.99,0
F116Q1237126,201611,159119.15,0,7,353,3.99,0
F116Q1237172,201605,100000.0,1,2,358,4.125,0
F116Q1237187,201604,173000.0,0,0,360,4.125,0
F116Q1237215,201608,416000.0,1,4,356,4.125,0
F116Q1237220,201606,214000.0,1,2,358,3.875,0
F116Q1237230,201609,359000.0,1,5,355,4.375,0
F116Q1237230,201610,359000.0,1,6,354,4.375,0
F116Q1237230,201611,359044.24,1,7,353,4.375,0
F116Q1237230,201612,359044.24,1,8,352,4.375,0
F116Q1237271,201605,460000.0,0,1,359,3.625,0
F116Q1237308,201610,97000.0,1,6,354,3.875,0
F116Q1237313,201612,243449.0,1,10,230,4.5,0
F116Q1237323,201607,182000.0,1,3,177,3.375,0
F116Q1237325,201606,50000.0,1,2,178,4.0,0
F116Q1237327,201611,265147.81,1,7,353,3.75,0
F116Q1237373,201612,178795.08,0,8,352,3.75,0
F116Q1237435,201606,372000.0,1,2,358,4.0,0
F116Q1237451,201607,283000.0,1,3,237,3.875,0
F116Q1237451,201609,282000.0,1,5,235,3.875,0
F116Q1237519,201608,233000.0,1,4,357,4.125,0
F116Q1237539,201612,286389.93,1,8,352,3.625,0
F116Q1237585,201611,172826.54,1,7,293,3.75,0
F116Q1237585,201612,172826.54,1,8,292,3.75,0
F116Q1237599,201607,278000.0,0,3,357,3.75,0
F116Q1237604,201607,199000.0,0,3,357,4.75,0
F116Q1237613,201605,625000.0,0,1,359,4.875,0
F116Q1237628,201606,262000.0,1,2,178,3.125,0
F116Q1237635,201611,221440.05,1,7,113,3.0,0
F116Q1237635,201612,219758.27,1,8,112,3.0,0
F116Q1237657,201610,66000.0,0,6,354,4.875,0
F116Q1237678,201607,415000.0,0,3,357,3.875,0
F116Q1237681,201607,135000.0,1,3,178,3.375,0
F116Q1237713,201612,171670.46,0,8,353,3.625,0
F116Q1237756,201610,119000.0,0,6,174,3.375,0
F116Q1237769,201610,197000.0,0,6,174,3.125,0
F116Q1237770,201605,158000.0,0,1,179,3.25,0
F116Q1237797,201607,385000.0,0,3,178,2.99,0
F116Q1237831,201609,250000.0,0,5,175,2.99,0
F116Q1237849,201605,299000.0,0,1,179,3.25,0
F116Q1237876,201612,228212.3,0,8,173,3.25,0
F116Q1237894,201609,158000.0,0,5,176,3.5,0
F116Q1237962,201609,133000.0,0,5,176,3.5,0
F116Q1237968,201604,146000.0,0,0,181,3.75,0
F116Q1237975,201610,64000.0,0,6,174,4.125,0
F116Q1237988,201609,415000.0,1,5,356,4.0,0
F116Q1237988,201611,413364.85,1,7,354,4.0,0
F116Q1237995,201605,377000.0,0,1,359,3.875,0
F116Q1238041,201607,398000.0,1,3,357,4.125,0
F116Q1238061,201612,198551.47,1,8,352,3.75,0
F116Q1238107,201605,240000.0,0,1,359,4.625,0
F116Q1238126,201612,297673.3,0,8,352,4.75,0
F116Q1238142,201607,403000.0,1,3,357,3.625,0
F116Q1238189,201606,416000.0,0,2,358,4.125,0
F116Q1238190,201606,398000.0,1,2,358,4.125,0
F116Q1238209,201608,175000.0,0,4,357,4.125,0
F116Q1238212,201604,222000.0,0,0,360,4.0,0
F116Q1238228,201607,259000.0,1,3,177,3.125,0
F116Q1238259,201610,612238.77,1,7,353,4.5,0
F116Q1238276,201605,263000.0,0,1,119,2.875,0
F116Q1238278,201604,187000.0,0,0,180,2.875,0
F116Q1238306,201606,95000.0,0,2,358,3.625,0
F116Q1238397,201606,77000.0,1,2,358,4.99,0
F116Q1238397,201607,77000.0,1,3,357,4.99,0
F116Q1238397,201608,77000.0,1,4,356,4.99,0
F116Q1238428,201609,174000.0,0,5,175,3.125,0
F116Q1238435,201607,332000.0,1,3,177,2.625,0
F116Q1238440,201607,199000.0,1,3,177,2.5,0
F116Q1238467,201608,269000.0,1,4,356,3.875,0
F116Q1238470,201604,169000.0,0,0,180,3.625,0
F116Q1238480,201607,500000.0,1,3,357,3.875,0
F116Q1238516,201605,278000.0,0,1,359,3.75,0
F116Q1238532,201606,285000.0,0,2,358,3.75,0
F116Q1238533,201608,274000.0,0,5,355,3.75,0
F116Q1238644,201611,204492.79,1,8,352,4.625,0
F116Q1238661,201606,360000.0,0,2,178,2.75,0
F116Q1238668,201609,285000.0,1,5,355,4.0,0
F116Q1238672,201606,372000.0,1,2,358,5.0,0
F116Q1238672,201609,370000.0,1,5,355,5.0,0
F116Q1238672,201610,370000.0,1,6,354,5.0,0
F116Q1238696,201608,109000.0,0,4,176,3.625,0
F116Q1238710,201607,297000.0,1,3,357,4.875,0
F116Q1238710,201608,296000.0,1,4,356,4.875,0
F116Q1238710,201609,296000.0,1,5,355,4.875,0
F116Q1238710,201611,295656.1,1,7,353,4.875,0
F116Q1238710,201612,294908.01,1,8,352,4.875,0
F116Q1238720,201609,99000.0,1,5,355,4.875,0
F116Q1238754,201609,275000.0,0,5,355,3.875,0
F116Q1238787,201609,243000.0,1,5,355,4.25,0
F116Q1238787,201611,241621.71,1,7,353,4.25,0
F116Q1238833,201609,316000.0,0,5,175,2.875,0
F116Q1238835,201610,170000.0,0,6,174,3.0,0
F116Q1238843,201610,266000.0,1,6,354,5.125,0
F116Q1238847,201606,250000.0,1,2,358,3.75,0
F116Q1238872,201612,410721.87,1,8,352,4.125,0
F116Q1238889,201606,309000.0,1,2,358,4.25,0
F116Q1238889,201612,306422.99,1,8,352,4.25,0
F116Q1238911,201610,329000.0,1,6,354,3.875,0
F116Q1238927,201609,199000.0,1,5,355,3.875,0
F116Q1238934,201607,247000.0,1,3,357,3.75,0
F116Q1238934,201608,247000.0,1,4,356,3.75,0
F116Q1238934,201609,246000.0,1,5,355,3.75,0
F116Q1238935,201607,330000.0,1,3,357,3.625,0
F116Q1238935,201608,330000.0,1,4,356,3.625,0
F116Q1238938,201612,358776.3,1,8,352,3.375,0
F116Q1238940,201607,274000.0,1,3,357,3.625,0
F116Q1238943,201607,249000.0,1,3,357,3.875,0
F116Q1238943,201608,249000.0,1,4,356,3.875,0
F116Q1238981,201605,406000.0,0,1,359,3.75,0
F116Q1239001,201606,182000.0,0,2,178,3.875,0
F116Q1239019,201607,331000.0,1,3,357,4.25,0
F116Q1239019,201608,331000.0,1,4,356,4.25,0
F116Q1239019,201609,330000.0,1,5,355,4.25,0
F116Q1239019,201610,330000.0,1,6,354,4.25,0
F116Q1239019,201611,329231.15,1,7,353,4.25,0
F116Q1239019,201612,328763.94,1,8,352,4.25,0
F116Q1239021,201607,210000.0,1,3,357,4.0,0
F116Q1239038,201608,388000.0,0,4,356,3.625,0
F116Q1239056,201611,201381.0,0,7,353,3.875,0
F116Q1239092,201607,194000.0,1,3,357,4.0,0
F116Q1239094,201610,354000.0,0,6,354,4.125,0
F116Q1239113,201606,373000.0,1,2,238,4.125,0
F116Q1239123,201606,586000.0,0,2,358,4.125,0
F116Q1239128,201612,214191.53,1,8,352,4.75,0
F116Q1239159,201611,505245.58,1,7,352,4.5,0
F116Q1239167,201608,382000.0,1,4,356,4.375,0
F116Q1239169,201607,321000.0,1,3,357,4.5,0
F116Q1239191,201608,410000.0,0,4,176,3.0,0
F116Q1239207,201609,135000.0,0,5,355,4.75,0
F116Q1239238,201608,407000.0,0,4,356,3.625,0
F116Q1239254,201606,201000.0,1,2,358,3.875,0
F116Q1239280,201607,95000.0,1,3,357,3.875,0
F116Q1239288,201606,608000.0,1,2,358,4.125,0
F116Q1239293,201606,498000.0,1,2,358,4.875,0
F116Q1239295,201606,54000.0,0,2,178,3.5,0
F116Q1239306,201611,200427.13,0,7,353,4.25,0
F116Q1239325,201606,384000.0,0,2,358,4.25,0
F116Q1239337,201612,237954.81,1,8,352,4.125,0
F116Q1239343,201606,342000.0,1,3,357,4.25,0
F116Q1239343,201607,341000.0,1,4,356,4.25,0
F116Q1239343,201608,341000.0,1,5,355,4.25,0
F116Q1239343,201609,340000.0,1,6,354,4.25,0
F116Q1239343,201611,338666.5,1,8,352,4.25,0
F116Q1239343,201612,338666.5,1,9,351,4.25,0
F116Q1239348,201605,94000.0,0,1,119,3.5,0
F116Q1239375,201606,360000.0,1,3,357,3.875,0
F116Q1239390,201606,234000.0,1,2,358,3.75,0
F116Q1239401,201606,153000.0,1,2,358,3.75,0
F116Q1239403,201606,224000.0,1,3,357,3.875,0
F116Q1239404,201611,264219.78,0,7,353,3.875,0
F116Q1239425,201606,625000.0,1,2,358,3.875,0
F116Q1239466,201606,203000.0,1,2,357,3.875,0
F116Q1239466,201607,203000.0,1,3,356,3.875,0
F116Q1239466,201608,203000.0,1,4,355,3.875,0
F116Q1239492,201606,206000.0,1,2,358,3.875,0
F116Q1239492,201607,204000.0,1,3,357,3.875,0
F116Q1239503,201609,298000.0,0,5,355,3.875,0
F116Q1239506,201606,404000.0,1,2,358,3.75,0
F116Q1239510,201606,158000.0,1,2,358,3.75,0
F116Q1239511,201606,169000.0,1,2,358,3.625,0
F116Q1239566,201609,330000.0,1,5,355,4.0,0
F116Q1239566,201612,328617.86,1,8,352,4.0,0
F116Q1239618,201612,193156.9,0,8,172,3.875,0
F116Q1239626,201610,79000.0,0,6,174,3.875,0
F116Q1239660,201612,275830.96,0,8,352,4.23,0
F116Q1239696,201610,129000.0,1,6,354,4.0,0
F116Q1239711,201611,108920.18,1,7,353,4.21,0
F116Q1239755,201604,135000.0,0,0,360,3.875,0
F116Q1239759,201610,139000.0,0,6,354,4.375,0
F116Q1239767,201607,290000.0,1,3,357,3.75,0
F116Q1239797,201612,341248.97,0,8,352,4.5,0
F116Q1239836,201606,170000.0,1,2,178,3.25,0
F116Q1239843,201606,194000.0,1,2,238,3.99,0
F116Q1239845,201606,381000.0,1,2,358,3.5,0
F116Q1239846,201606,416000.0,1,2,358,3.5,0
F116Q1239846,201607,415000.0,1,3,357,3.5,0
F116Q1239847,201606,297000.0,1,2,358,3.5,0
F116Q1239851,201606,397000.0,1,2,358,3.5,0
F116Q1239853,201606,289000.0,1,2,358,3.5,0
F116Q1239880,201606,211000.0,0,2,358,3.75,0
F116Q1239894,201609,386000.0,0,6,354,3.75,0
F116Q1239919,201611,380743.63,0,7,353,3.875,0
F116Q1239921,201606,200000.0,1,2,358,3.75,0
F116Q1239925,201607,340000.0,0,3,357,3.625,0
F116Q1239963,201609,414000.0,0,5,355,3.625,0
F116Q1239968,201604,270000.0,0,0,180,3.125,0
F116Q1239996,201608,185000.0,0,4,176,3.875,0
F116Q1240010,201609,51000.0,1,5,175,4.25,0
F116Q1240025,201606,160000.0,1,2,358,3.99,0
F116Q1240078,201606,311000.0,1,2,358,4.625,0
F116Q1240086,201607,190000.0,0,3,357,3.875,0
F116Q1240091,201611,186599.78,1,7,353,4.5,0
F116Q1240103,201604,417000.0,0,0,360,4.125,0
F116Q1240130,201609,88000.0,0,5,175,3.875,0
F116Q1240152,201610,198000.0,0,6,354,3.625,0
F116Q1240189,201606,90000.0,1,2,358,4.75,0
F116Q1240193,201612,54344.33,1,8,352,3.875,0
F116Q1240214,201606,100000.0,0,2,238,3.75,0
F116Q1240231,201612,69200.25,1,10,350,4.25,0
F116Q1240291,201607,168000.0,0,3,358,3.99,0
F116Q1240360,201611,231868.77,0,7,354,3.75,0
F116Q1240364,201608,92000.0,1,4,356,4.0,0
F116Q1240364,201611,92052.57,0,7,353,4.0,0
F116Q1240389,201609,0.0,1,5,355,3.875,0
F116Q1240409,201609,393000.0,1,5,355,4.0,0
F116Q1240444,201611,198256.5,1,7,354,4.0,0
F116Q1240455,201612,140627.31,1,8,352,3.625,0
F116Q1240468,201604,166000.0,0,0,180,3.5,0
F116Q1240476,201612,46459.33,0,9,351,4.75,0
F116Q1240489,201604,184000.0,0,0,240,3.75,0
F116Q1240492,201607,264000.0,0,3,237,3.375,0
F116Q1240495,201611,189401.36,1,7,233,4.125,0
